title,lowercase_word,N
Descartes_1,vérités,1
Descartes_1,walkers,1
Descartes_1,weaves,1
Descartes_1,wherein,1
Descartes_1,whirl,1
Descartes_1,whitrow,1
Descartes_1,widowed,1
Descartes_1,willis,1
Descartes_1,winged,1
Descartes_1,wolstenholme,1
Descartes_1,workman,1
Descartes_1,wrap,1
Descartes_1,ça,1
Descartes_1,éternelles,1
Descartes_1,évidens,1
Descartes_1,œuvre,1
Essays_and_Reviews_1,dreyfus,54
Essays_and_Reviews_1,cowling,39
Essays_and_Reviews_1,goldmann,28
Essays_and_Reviews_1,willey,23
Essays_and_Reviews_1,anglican,15
Essays_and_Reviews_1,digital,11
Essays_and_Reviews_1,foetal,8
Essays_and_Reviews_1,curriculum,7
Essays_and_Reviews_1,transient,7
Essays_and_Reviews_1,dora,6
Essays_and_Reviews_1,durable,6
Essays_and_Reviews_1,lse,6
Essays_and_Reviews_1,algorithm,5
Essays_and_Reviews_1,anglicans,5
Essays_and_Reviews_1,goudsblom,5
Essays_and_Reviews_1,parochialism,5
Essays_and_Reviews_1,anglicanism,4
Essays_and_Reviews_1,chaplain,4
Essays_and_Reviews_1,dionysiac,4
Essays_and_Reviews_1,humming,4
Essays_and_Reviews_1,ottoline,4
Essays_and_Reviews_1,pill,4
Essays_and_Reviews_1,technologists,4
Essays_and_Reviews_1,anticipatory,3
Essays_and_Reviews_1,apollonian,3
Essays_and_Reviews_1,butterfield,3
Essays_and_Reviews_1,bäumler,3
Essays_and_Reviews_1,clouds,3
Essays_and_Reviews_1,colleges,3
Essays_and_Reviews_1,composite,3
Essays_and_Reviews_1,connie,3
Essays_and_Reviews_1,cs,3
Essays_and_Reviews_1,fetal,3
Essays_and_Reviews_1,hayman,3
Essays_and_Reviews_1,immanuel,3
Essays_and_Reviews_1,incubus,3
Essays_and_Reviews_1,johan,3
Essays_and_Reviews_1,katharine,3
Essays_and_Reviews_1,krell,3
Essays_and_Reviews_1,lucien,3
Essays_and_Reviews_1,lukács,3
Essays_and_Reviews_1,malleson,3
Essays_and_Reviews_1,merleau,3
Essays_and_Reviews_1,morrell,3
Essays_and_Reviews_1,penseur,3
Essays_and_Reviews_1,peterhouse,3
Essays_and_Reviews_1,plastic,3
Essays_and_Reviews_1,ponty,3
Essays_and_Reviews_1,radcliffe,3
Essays_and_Reviews_1,refreshingly,3
Essays_and_Reviews_1,reification,3
Essays_and_Reviews_1,revaluation,3
Essays_and_Reviews_1,silvery,3
Essays_and_Reviews_1,slots,3
Essays_and_Reviews_1,slums,3
Essays_and_Reviews_1,speck,3
Essays_and_Reviews_1,syntax,3
Essays_and_Reviews_1,tait,3
Essays_and_Reviews_1,terrace,3
Essays_and_Reviews_1,threads,3
Essays_and_Reviews_1,tillich,3
Essays_and_Reviews_1,watergate,3
Essays_and_Reviews_1,æsthetics,3
Essays_and_Reviews_1,aberrations,2
Essays_and_Reviews_1,accumulated,2
Essays_and_Reviews_1,acumen,2
Essays_and_Reviews_1,administered,2
Essays_and_Reviews_1,alys,2
Essays_and_Reviews_1,atomistic,2
Essays_and_Reviews_1,bachelor,2
Essays_and_Reviews_1,battery,2
Essays_and_Reviews_1,bourgeoisie,2
Essays_and_Reviews_1,brahms,2
Essays_and_Reviews_1,cancellingly,2
Essays_and_Reviews_1,chomskyan,2
Essays_and_Reviews_1,claptrap,2
Essays_and_Reviews_1,clergyman,2
Essays_and_Reviews_1,cocoon,2
Essays_and_Reviews_1,colette,2
Essays_and_Reviews_1,cram,2
Essays_and_Reviews_1,creeps,2
Essays_and_Reviews_1,curricula,2
Essays_and_Reviews_1,deprecating,2
Essays_and_Reviews_1,disarmingly,2
Essays_and_Reviews_1,disbelieved,2
Essays_and_Reviews_1,dot,2
Essays_and_Reviews_1,doubters,2
Essays_and_Reviews_1,durability,2
Essays_and_Reviews_1,ecclesiastical,2
Essays_and_Reviews_1,embryological,2
Essays_and_Reviews_1,epochal,2
Essays_and_Reviews_1,equations,2
Essays_and_Reviews_1,eschewing,2
Essays_and_Reviews_1,excommunication,2
Essays_and_Reviews_1,façade,2
Essays_and_Reviews_1,festschrift,2
Essays_and_Reviews_1,fifties,2
Essays_and_Reviews_1,freakish,2
Essays_and_Reviews_1,generative,2
Essays_and_Reviews_1,gentle,2
Essays_and_Reviews_1,heartening,2
Essays_and_Reviews_1,hectic,2
Essays_and_Reviews_1,hoskyns,2
Essays_and_Reviews_1,hostages,2
Essays_and_Reviews_1,hubert,2
Essays_and_Reviews_1,hurries,2
Essays_and_Reviews_1,hymes,2
Essays_and_Reviews_1,idiocies,2
